
Melhores respostas:
0 16.500 [pluto | *serie | mickey mouse | pluto | *criador | *walt_disney] - [15.000 0.500 1.000]
1 16.500 [pato_donald | *serie | pato donald | pato_donald | *criador | *walt_disney] - [15.000 0.500 1.000]

Lista de triplas candidatas a resposta: 
0 16.500 [pluto | *serie | mickey mouse | pluto | *criador | *walt_disney] - [15.000 0.500 1.000]
1 16.500 [pato_donald | *serie | pato donald | pato_donald | *criador | *walt_disney] - [15.000 0.500 1.000]
2 16.500 [pato_donald | *criador | *walt_disney | pato_donald | *serie | pato donald] - [15.000 0.500 1.000]
3 16.500 [pluto | *criador | *walt_disney | pluto | *serie | mickey mouse] - [15.000 0.500 1.000]
4 15.842 [*alias_(telesserie) | localizacao | *walt_disney | *alias_(telesserie) | *criador | j._j._abrams] - [14.342 0.500 1.000]
5 15.842 [*alias_(telesserie) | *criador | j._j._abrams | *alias_(telesserie) | localizacao | *walt_disney] - [14.342 0.500 1.000]
6 15.628 [*mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 1.000 1.000]
7 15.128 [*walt_disney | titulo | walt disney: o triunfo da imaginacao americana | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
8 15.128 [*walt_disney | descricao | walt disney em 1954. | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
9 15.128 [*walt_disney | nomedenascimento | walter elias disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
10 15.128 [*walt_disney | conjuge | lillian_bounds_disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
11 15.128 [*walt_disney | oscaresacademia | 1953 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
12 15.128 [*walt_disney | oscaresacademia | 1956 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
13 15.128 [*walt_disney | oscaresacademia | memorial irving g. thalberg | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
14 15.128 [*walt_disney | oscaresacademia | 1940 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
15 15.128 [*walt_disney | oscaresacademia | 1939 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
16 15.128 [*walt_disney | oscaresacademia | 1936 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
17 15.128 [*walt_disney | oscaresacademia | melhor documentario | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
18 15.128 [*walt_disney | oscaresacademia | 1954 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
19 15.128 [*walt_disney | oscaresacademia | 1937 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
20 15.128 [*walt_disney | oscaresacademia | melhor curta de animacao | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
21 15.128 [*walt_disney | oscaresacademia | 1955 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
22 15.128 [*walt_disney | oscaresacademia | 1938 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
23 15.128 [*walt_disney | oscaresacademia | melhor documentario em curta-metragem | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
24 15.128 [*walt_disney | oscaresacademia | 1935 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
25 15.128 [*walt_disney | oscaresacademia | 1951 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
26 15.128 [*walt_disney | oscaresacademia | 1942 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
27 15.128 [*walt_disney | oscaresacademia | oscar honorario | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
28 15.128 [*walt_disney | oscaresacademia | 1933 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
29 15.128 [*walt_disney | oscaresacademia | 1934 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
30 15.128 [*walt_disney | oscaresacademia | melhor curta-metragem | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
31 15.128 [*walt_disney | oscaresacademia | 1969 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
32 15.128 [*walt_disney | oscaresacademia | 1959 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
33 15.128 [*walt_disney | cesar | cesar honorario | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
34 15.128 [*walt_disney | oscaresacademia | 1952 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
35 15.128 [*walt_disney | oscaresacademia | 1941 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
36 15.128 [*walt_disney | oscaresacademia | 1932 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
37 15.128 [*walt_disney | oscaresacademia | 1949 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
38 15.128 [*walt_disney | cesar | 1979 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
39 15.128 [*walt_disney | imagem | walt disney portrait.jpg | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
40 15.128 [*walt_disney | goldenglobe | 1953 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
41 15.128 [*walt_disney | goldenglobe | premio cecil b. demille | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
42 15.128 [*walt_disney | atividade | 1920 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
43 15.128 [*walt_disney | nome | walt disney | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
44 15.128 [*mickey,_donald_e_pateta_(serie) | episodios | 11 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
45 15.128 [*walt_disney | id | 370 | *mickey,_donald_e_pateta_(serie) | *criador | *walt_disney] - [13.628 0.500 1.000]
